,threatInfo.threatId,threatInfo.threatName,threatInfo.classification,threatInfo.confidenceLevel,threatInfo.analystVerdict,threatInfo.createdAt,threatInfo.identifiedAt,threatInfo.updatedAt,indicatorList,indicatorListString,threatInfo.detectionType,action,threatInfo.sha1,engine
6768,1906584270574843349,ANONYMIZED,Malware,suspicious,true_positive,2024-03-15T14:02:36.352252Z,2024-03-15T14:02:30.580000Z,2024-03-15T14:21:50.067539Z,"[25, 24, 23, 6]",6 23 24 25,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
3834,1716571685541075741,ANONYMIZED,Malware,suspicious,true_positive,2023-06-27T10:01:31.095014Z,2023-06-27T10:01:29.835000Z,2023-06-27T10:08:05.946744Z,"[1, 14, 12]",1 12 14,static,,ANONYMIZED,On-Write Static AI - Suspicious
5324,1774456001615992423,ANONYMIZED,Malware,suspicious,false_positive,2023-09-15T06:47:19.289677Z,2023-09-15T06:47:18.452000Z,2023-09-15T08:03:39.443283Z,"[1, 31, 29, 33, 12]",1 12 29 31 33,static,,ANONYMIZED,On-Write Static AI - Suspicious
7037,1853729909765770818,ANONYMIZED,Ransomware,malicious,false_positive,2024-01-02T15:50:25.560588Z,2024-01-02T15:50:24.064000Z,2024-01-02T18:29:43.217216Z,"[55, 641, 172, 916, 1191]",55 172 641 916 1191,dynamic,unquarantine,ANONYMIZED,Behavioral AI
8404,1873155794894493179,ANONYMIZED,Malware,suspicious,false_positive,2024-01-29T11:06:11.526386Z,2024-01-29T10:42:27.169000Z,2024-01-29T11:18:13.926886Z,"[29, 12]",12 29,static,,ANONYMIZED,On-Write Static AI - Suspicious
10871,1918552840156702241,ANONYMIZED,Trojan,malicious,true_positive,2024-04-01T02:22:01.040045Z,2024-04-01T02:22:00.098000Z,2024-04-01T02:33:22.249091Z,"[24, 23, 7]",7 23 24,static,quarantine,ANONYMIZED,On-Write Static AI
7194,1854649946422747204,ANONYMIZED,Malware,suspicious,false_positive,2024-01-03T22:18:22.476746Z,2024-01-03T22:18:21.419000Z,2024-01-03T22:57:27.618885Z,"[29, 12]",12 29,static,,ANONYMIZED,On-Write Static AI - Suspicious
9340,1888391134714754262,ANONYMIZED,Malware,suspicious,true_positive,2024-02-19T11:36:05.562519Z,2024-02-19T08:54:43.800000Z,2024-02-19T11:48:37.276056Z,"[29, 24]",24 29,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
9648,1894152995354673320,ANONYMIZED,Malware,suspicious,false_positive,2024-02-27T10:23:52.875700Z,2024-02-27T10:23:52.477000Z,2024-02-27T11:34:53.374634Z,"[269, 796, 114, 294, 427, 171]",114 171 269 294 427 796,dynamic,,ANONYMIZED,"Documents, Scripts"
4094,1723105379933265973,ANONYMIZED,Virus,suspicious,true_positive,2023-07-06T10:22:48.161735Z,2023-07-06T10:22:47.963000Z,2023-07-06T10:58:00.563291Z,"[41, 32, 33]",32 33 41,static,kill,ANONYMIZED,On-Write Static AI - Suspicious
6223,1816284959280796255,ANONYMIZED,Malware,suspicious,false_positive,2023-11-11T23:53:59.609531Z,2023-11-11T23:53:57.313000Z,2023-11-12T00:21:10.589434Z,"[145, 359, 769, 114, 62, 427, 126, 269, 674, 137, 171]",62 114 126 137 145 171 269 359 427 674 769,dynamic,,ANONYMIZED,"Documents, Scripts"
4851,1748365991165838745,ANONYMIZED,Malware,suspicious,false_positive,2023-08-10T06:51:07.679705Z,2023-08-10T06:51:06.198000Z,2023-08-10T07:50:27.271812Z,"[31, 30, 32, 29, 33, 20, 12]",12 20 29 30 31 32 33,static,,ANONYMIZED,On-Write Static AI - Suspicious
8317,1870871444639040469,ANONYMIZED,Malware,malicious,true_positive,2024-01-26T07:27:35.755101Z,2024-01-26T07:27:34.843000Z,2024-01-26T08:43:38.234692Z,"[1, 14, 12]",1 12 14,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
3082,1696200429210456427,ANONYMIZED,Rootkit,suspicious,false_positive,2023-05-30T07:27:28.099770Z,2023-05-30T07:27:27.382260Z,2023-05-30T07:31:50.255641Z,[937],937,dynamic,,ANONYMIZED,Application Control
6558,1833900087767022362,ANONYMIZED,Malware,suspicious,false_positive,2023-12-06T07:12:06.559997Z,2023-12-06T06:52:02.464000Z,2023-12-06T09:25:41.801523Z,"[171, 796, 427, 674]",171 427 674 796,dynamic,,ANONYMIZED,"Documents, Scripts"
450,1627396374251110614,ANONYMIZED,Malware,suspicious,false_positive,2023-02-24T09:06:05.588951Z,2023-02-24T09:06:05.404293Z,2023-02-24T10:12:52.279019Z,"[229, 774]",229 774,dynamic,,ANONYMIZED,Application Control
4359,1728546622847397811,ANONYMIZED,Malware,suspicious,false_positive,2023-07-13T22:33:34.864687Z,2023-07-13T22:33:34.851760Z,2023-07-13T23:00:57.436729Z,"[126, 43]",43 126,dynamic,,ANONYMIZED,On-Write Static AI - Suspicious
12278,1930646372532996333,ANONYMIZED,Malware,malicious,true_positive,2024-04-17T18:49:42.442323Z,2024-04-17T18:02:11.366000Z,2024-04-17T18:54:04.382132Z,"[32, 29, 33]",29 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
357,1901364697843137386,ANONYMIZED,Malware,suspicious,false_positive,2024-03-08T09:12:14.804351Z,2024-03-08T09:12:13.476000Z,2024-03-08T12:11:35.701353Z,"[126, 43]",43 126,dynamic,,ANONYMIZED,On-Write Static AI - Suspicious
6492,1830261534125833909,ANONYMIZED,Malware,suspicious,false_positive,2023-12-01T06:42:57.173064Z,2023-12-01T06:42:56.126000Z,2023-12-01T08:13:01.118305Z,"[674, 171, 312, 455, 801, 427]",171 312 427 455 674 801,dynamic,,ANONYMIZED,"Documents, Scripts"
2954,1692695864616506603,ANONYMIZED,Rootkit,suspicious,false_positive,2023-05-25T11:24:31.445101Z,2023-05-25T11:24:31.430300Z,2023-05-25T12:11:03.393720Z,[937],937,dynamic,,ANONYMIZED,Application Control
11039,1918645465711980925,ANONYMIZED,Malware,malicious,true_positive,2024-04-01T05:26:02.867103Z,2024-04-01T05:26:02.129000Z,2024-04-01T05:27:20.596551Z,"[1, 31, 32, 29, 33, 24, 15, 6]",1 6 15 24 29 31 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
2319,1680902955688043960,ANONYMIZED,Malware,suspicious,true_positive,2023-05-09T04:54:07.151202Z,2023-05-09T04:54:06.909000Z,2023-05-09T05:14:38.633210Z,"[437, 293, 43]",43 293 437,dynamic,kill,ANONYMIZED,On-Write Static AI - Suspicious
10000,1904986950388884954,ANONYMIZED,Malware,malicious,true_positive,2024-03-13T09:09:00.958212Z,2024-03-13T09:08:57.098000Z,2024-03-13T09:15:32.213961Z,"[31, 30, 29, 33, 12]",12 29 30 31 33,static,quarantine,ANONYMIZED,On-Write Static AI
9490,1890882783298648493,ANONYMIZED,Malware,suspicious,false_positive,2024-02-22T22:06:33.218549Z,2024-02-22T22:06:32.475000Z,2024-02-22T23:52:17.257696Z,"[1, 31, 32, 33, 24, 6, 2]",1 2 6 24 31 32 33,static,,ANONYMIZED,On-Write Static AI - Suspicious
11739,1925436868803017553,ANONYMIZED,Ransomware,suspicious,false_positive,2024-04-10T14:19:21.203213Z,2024-04-10T14:19:16.355000Z,2024-04-10T17:48:18.030955Z,"[145, 437, 43, 171, 711, 153, 154, 174, 298, 427, 266, 1303, 199, 1273]",43 145 153 154 171 174 199 266 298 427 437 711 1273 1303,dynamic,,ANONYMIZED,On-Write Static AI - Suspicious
7990,1865803920431699221,ANONYMIZED,Malware,malicious,true_positive,2024-01-19T07:39:19.794193Z,2024-01-19T04:35:43.987000Z,2024-01-19T07:47:45.092809Z,"[32, 29, 33, 15]",15 29 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
8969,1883392308949466346,ANONYMIZED,Malware,malicious,true_positive,2024-02-12T14:04:19.093682Z,2024-02-12T14:04:17.982000Z,2024-02-12T18:43:11.926582Z,"[29, 25, 24, 23, 6]",6 23 24 25 29,static,quarantine,ANONYMIZED,On-Write Static AI
6201,1814641026522393248,ANONYMIZED,Malware,suspicious,false_positive,2023-11-09T17:27:47.555164Z,2023-11-09T17:27:29.998000Z,2023-11-09T17:49:17.319864Z,"[163, 114, 62, 201, 126, 427, 266, 169, 485, 199, 951, 153, 674, 269, 171]",62 114 126 153 163 169 171 199 201 266 269 427 485 674 951,dynamic,,ANONYMIZED,"Documents, Scripts"
6794,1906854847849865975,ANONYMIZED,Virus,suspicious,true_positive,2024-03-15T23:00:11.688250Z,2024-03-15T22:53:23.461000Z,2024-03-18T01:08:16.766377Z,"[32, 33]",32 33,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
10120,1906030574210309135,ANONYMIZED,Virus,malicious,true_positive,2024-03-14T19:42:30.612483Z,2024-03-14T19:42:29.768000Z,2024-03-14T20:27:31.431064Z,"[41, 32, 33]",32 33 41,static,quarantine,ANONYMIZED,On-Write Static AI
2271,1679842451535663110,ANONYMIZED,Malware,suspicious,false_positive,2023-05-07T17:47:05.203834Z,2023-05-07T17:47:04.966000Z,2023-05-07T17:49:20.336915Z,"[1, 31, 32, 29, 33, 15, 12]",1 12 15 29 31 32 33,static,,ANONYMIZED,On-Write Static AI - Suspicious
487,1629380462578169517,ANONYMIZED,Malware,suspicious,false_positive,2023-02-27T02:48:07.349360Z,2023-02-27T02:48:07.126000Z,2023-02-27T02:59:44.498011Z,"[266, 368, 437]",266 368 437,dynamic,,ANONYMIZED,Behavioral AI
3387,1702728508313677710,ANONYMIZED,Malware,suspicious,true_positive,2023-06-08T07:37:35.772489Z,2023-06-08T07:37:34.734000Z,2023-06-08T08:37:54.299200Z,"[121, 796, 427, 674, 171, 137, 434]",121 137 171 427 434 674 796,dynamic,,ANONYMIZED,"Documents, Scripts"
6750,1906411287869315263,ANONYMIZED,Malware,malicious,true_positive,2024-03-15T08:18:55.208897Z,2024-03-15T08:18:53.107000Z,2024-03-15T08:56:12.990408Z,"[1, 31, 30, 29, 15]",1 15 29 30 31,static,quarantine,ANONYMIZED,On-Write Static AI
12728,1936090531401784843,ANONYMIZED,Malware,suspicious,false_positive,2024-04-25T07:06:16.753921Z,2024-04-25T07:06:16.743579Z,2024-04-25T09:25:04.973348Z,"[1, 29, 15, 12, 6]",1 6 12 15 29,static,,ANONYMIZED,On-Write Static AI - Suspicious
744,1635262945360978920,ANONYMIZED,Malware,suspicious,false_positive,2023-03-07T05:35:33.944860Z,2023-03-07T05:35:25.570000Z,2023-03-07T07:09:19.500329Z,"[171, 796, 799, 121, 427, 674, 434]",121 171 427 434 674 796 799,dynamic,,ANONYMIZED,"Documents, Scripts"
8412,1873156306289239931,ANONYMIZED,Malware,suspicious,false_positive,2024-01-29T11:07:12.489197Z,2024-01-29T10:27:27.116000Z,2024-01-29T11:18:13.935048Z,"[29, 12]",12 29,static,,ANONYMIZED,On-Write Static AI - Suspicious
10695,1915489570803248804,ANONYMIZED,Malware,suspicious,false_positive,2024-03-27T20:55:50.876450Z,2024-03-27T20:55:50.644000Z,2024-03-27T21:51:59.449502Z,"[1, 31, 32, 33]",1 31 32 33,static,,ANONYMIZED,On-Write Static AI - Suspicious
511,1629730059439961389,ANONYMIZED,Malware,suspicious,false_positive,2023-02-27T14:22:42.542665Z,2023-02-27T14:22:40.017000Z,2023-02-27T18:29:59.877652Z,"[114, 799, 121, 427, 171, 674]",114 121 171 427 674 799,dynamic,,ANONYMIZED,"Documents, Scripts"
11532,1923825922881044559,ANONYMIZED,Malware,malicious,true_positive,2024-04-08T08:58:41.485486Z,2024-04-08T08:55:53.700000Z,2024-04-08T09:29:12.548067Z,"[29, 25, 24, 23, 6]",6 23 24 25 29,static,quarantine,ANONYMIZED,On-Write Static AI
5572,1784051360566907476,ANONYMIZED,Malware,suspicious,false_positive,2023-09-28T12:31:35.213337Z,2023-09-28T12:31:32.513431Z,2023-09-28T12:32:35.193304Z,"[942, 240]",240 942,dynamic,,ANONYMIZED,Application Control
5321,1774373265000694437,ANONYMIZED,Malware,suspicious,false_positive,2023-09-15T04:02:56.317933Z,2023-09-15T04:02:56.037318Z,2023-09-15T04:08:02.344370Z,"[240, 250, 412, 231, 688]",231 240 250 412 688,dynamic,,ANONYMIZED,Application Control
2522,1684854441770961640,ANONYMIZED,Malware,suspicious,false_positive,2023-05-14T15:45:00.997713Z,2023-05-14T15:39:10.685000Z,2023-05-14T15:47:13.158247Z,"[878, 368, 293]",293 368 878,dynamic,,ANONYMIZED,Behavioral AI
10280,1911107198312745589,ANONYMIZED,Malware,malicious,false_positive,2024-03-21T19:48:51.364783Z,2024-03-21T19:48:51.091000Z,2024-03-21T22:22:13.948737Z,"[1, 33, 24, 7, 2]",1 2 7 24 33,static,unquarantine,ANONYMIZED,On-Write Static AI
5635,1788259216500638520,ANONYMIZED,Malware,suspicious,false_positive,2023-10-04T07:51:50.706309Z,2023-10-04T07:51:18.319000Z,2023-10-04T08:58:37.768536Z,"[171, 796, 427, 269]",171 269 427 796,dynamic,,ANONYMIZED,"Documents, Scripts"
5024,1758694898051087059,ANONYMIZED,Infostealer,suspicious,false_positive,2023-08-24T12:52:49.331573Z,2023-08-24T12:52:48.998000Z,2023-08-24T13:15:15.252666Z,"[169, 122, 153, 796, 427, 171]",122 153 169 171 427 796,dynamic,,ANONYMIZED,"Documents, Scripts"
4772,1743917559356701070,ANONYMIZED,Malware,suspicious,true_positive,2023-08-04T03:32:53.284137Z,2023-08-04T03:32:52.892000Z,2023-08-04T04:09:38.977982Z,"[674, 796, 427]",427 674 796,dynamic,,ANONYMIZED,"Documents, Scripts"
2019,1672244224235020554,ANONYMIZED,Malware,suspicious,false_positive,2023-04-27T06:10:45.925503Z,2023-04-27T06:10:45.716000Z,2023-04-27T07:50:26.613085Z,"[1, 31, 24, 23, 6]",1 6 23 24 31,static,,ANONYMIZED,On-Write Static AI - Suspicious
9287,1888373941330351483,ANONYMIZED,Malware,malicious,true_positive,2024-02-19T11:01:55.950777Z,2024-02-19T11:01:20.712000Z,2024-02-19T11:36:05.011825Z,"[1, 32, 33, 6]",1 6 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
9589,1893316819977030976,ANONYMIZED,Ransomware,suspicious,false_positive,2024-02-26T06:42:33.002808Z,2024-02-26T06:42:30.710000Z,2024-02-26T09:01:11.481927Z,"[1273, 916, 636, 427, 43]",43 427 636 916 1273,dynamic,,ANONYMIZED,On-Write Static AI - Suspicious
4833,1747640157773415262,ANONYMIZED,Malware,suspicious,true_positive,2023-08-09T06:49:01.585275Z,2023-08-09T06:49:00.865000Z,2023-08-09T08:01:14.027454Z,"[1, 31, 29, 12]",1 12 29 31,static,kill,ANONYMIZED,On-Write Static AI - Suspicious
6728,1906241819991147734,ANONYMIZED,Malware,malicious,false_positive,2024-03-15T02:42:13.071752Z,2024-03-15T02:42:12.255000Z,2024-03-15T03:17:06.086205Z,"[1, 32, 33, 5]",1 5 32 33,static,unquarantine,ANONYMIZED,On-Write Static AI
8354,1871580833761748055,ANONYMIZED,Malware,suspicious,false_positive,2024-01-27T06:57:01.527446Z,2024-01-27T06:57:01.292000Z,2024-01-27T08:03:50.517005Z,"[298, 126, 43]",43 126 298,dynamic,,ANONYMIZED,On-Write Static AI - Suspicious
8292,1870309523374793699,ANONYMIZED,Virus,suspicious,true_positive,2024-01-25T12:51:09.520514Z,2024-01-25T12:51:08.127000Z,2024-01-25T13:31:20.339536Z,"[41, 32, 33]",32 33 41,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
1022,1641812454138591832,ANONYMIZED,Malware,suspicious,false_positive,2023-03-16T06:28:16.231736Z,2023-03-16T06:28:15.711000Z,2023-03-16T06:58:12.376428Z,"[1, 29, 33, 24, 15, 7]",1 7 15 24 29 33,static,,ANONYMIZED,On-Write Static AI - Suspicious
8283,1870230319038459560,ANONYMIZED,Malware,suspicious,false_positive,2024-01-25T10:13:47.621154Z,2024-01-25T10:13:46.153000Z,2024-01-25T10:38:40.063019Z,"[171, 799, 427, 674, 269]",171 269 427 674 799,dynamic,,ANONYMIZED,"Documents, Scripts"
3080,1696200415167926382,ANONYMIZED,Rootkit,suspicious,false_positive,2023-05-30T07:27:26.426533Z,2023-05-30T07:27:25.702956Z,2023-05-30T07:31:50.282665Z,[937],937,dynamic,,ANONYMIZED,Application Control
12209,1930258667943035008,ANONYMIZED,Malware,suspicious,true_positive,2024-04-17T05:59:24.453331Z,2024-04-17T05:59:22.193000Z,2024-04-17T06:26:04.434126Z,"[1, 30, 24, 23, 15]",1 15 23 24 30,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
4459,1733289294417202476,ANONYMIZED,Infostealer,suspicious,false_positive,2023-07-20T11:36:25.371981Z,2023-07-20T11:36:25.208000Z,2023-07-20T12:29:59.883052Z,"[171, 294, 121, 796, 427]",121 171 294 427 796,dynamic,,ANONYMIZED,"Documents, Scripts"
5216,1769095825348049726,ANONYMIZED,Malware,suspicious,false_positive,2023-09-07T21:17:36.484864Z,2023-09-07T21:17:35.836000Z,2023-09-07T22:48:04.378743Z,"[796, 427, 171, 674, 269]",171 269 427 674 796,dynamic,,ANONYMIZED,"Documents, Scripts"
7412,1855812175872454327,ANONYMIZED,Malware,suspicious,true_positive,2024-01-05T12:47:31.024951Z,2024-01-05T12:40:23.737000Z,2024-01-05T13:16:10.223323Z,"[1, 31, 30, 29, 33, 12]",1 12 29 30 31 33,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
6323,1822264956171745386,ANONYMIZED,Malware,suspicious,false_positive,2023-11-20T05:55:10.795453Z,2023-11-20T05:55:07.866000Z,2023-11-20T06:34:54.006785Z,"[145, 951, 359, 724, 769, 768, 114, 62, 427, 153, 126, 674, 269, 137, 171]",62 114 126 137 145 153 171 269 359 427 674 724 768 769 951,dynamic,,ANONYMIZED,"Documents, Scripts"
11474,1922567982721491737,ANONYMIZED,Malware,malicious,true_positive,2024-04-06T15:19:23.317579Z,2024-04-06T15:19:21.794000Z,2024-04-06T15:23:01.950783Z,"[1, 31, 30, 32, 29, 33, 12]",1 12 29 30 31 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
177,1898482679292659505,ANONYMIZED,Malware,suspicious,false_positive,2024-03-04T09:46:11.420862Z,2024-03-04T09:46:07.757000Z,2024-03-04T10:52:00.022072Z,"[171, 796, 427]",171 427 796,dynamic,,ANONYMIZED,"Documents, Scripts"
2596,1685956754354320916,ANONYMIZED,Malware,suspicious,false_positive,2023-05-16T04:15:06.899272Z,2023-05-16T04:15:06.337000Z,2023-05-16T04:23:17.773091Z,"[171, 796, 799, 121, 427]",121 171 427 796 799,dynamic,,ANONYMIZED,"Documents, Scripts"
12538,1934166199758693378,ANONYMIZED,Malware,malicious,true_positive,2024-04-22T15:22:58.545343Z,2024-04-22T15:22:58.410000Z,2024-04-22T18:54:55.908676Z,"[1, 31, 32, 29, 33, 20, 18, 12]",1 12 18 20 29 31 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
5761,1791892066705764720,ANONYMIZED,Malicious Office Document,suspicious,false_positive,2023-10-09T08:09:40.221631Z,2023-10-08T08:46:30.010000Z,2023-10-09T09:19:13.386216Z,"[205, 202]",202 205,static,,ANONYMIZED,On-Write Static AI - Suspicious
6253,1818661785018954825,ANONYMIZED,Malware,suspicious,false_positive,2023-11-15T06:36:19.321540Z,2023-11-15T06:36:15.173000Z,2023-11-15T06:59:02.508800Z,"[145, 359, 768, 114, 62, 427, 126, 674, 269, 137, 171]",62 114 126 137 145 171 269 359 427 674 768,dynamic,,ANONYMIZED,"Documents, Scripts"
3646,1710865522043253665,ANONYMIZED,Malware,suspicious,true_positive,2023-06-19T13:04:23.397765Z,2023-06-19T13:04:23.385365Z,2023-06-19T13:08:15.204460Z,"[41, 32, 29, 33]",29 32 33 41,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
8823,1879407538352436528,ANONYMIZED,Malware,malicious,true_positive,2024-02-07T02:07:17.422645Z,2024-02-07T02:07:16.894000Z,2024-02-07T02:14:40.112175Z,"[30, 32, 29, 33, 6]",6 29 30 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
247,1899766728915122899,ANONYMIZED,Malware,malicious,true_positive,2024-03-06T04:17:22.065381Z,2024-03-06T04:17:21.934000Z,2024-03-06T04:26:12.672590Z,"[1, 29, 12]",1 12 29,static,quarantine,ANONYMIZED,On-Write Static AI
5632,1788153415564015595,ANONYMIZED,Malware,suspicious,false_positive,2023-10-04T04:21:38.276083Z,2023-10-04T04:21:37.966000Z,2023-10-04T04:29:25.140295Z,"[796, 427]",427 796,dynamic,,ANONYMIZED,"Documents, Scripts"
4779,1744139098587132983,ANONYMIZED,Malware,suspicious,false_positive,2023-08-04T10:53:02.819043Z,2023-08-04T10:53:01.864000Z,2023-08-04T10:55:22.026979Z,"[437, 126, 796, 427, 674, 171, 434]",126 171 427 434 437 674 796,dynamic,,ANONYMIZED,"Documents, Scripts"
3508,1706546992630863774,ANONYMIZED,Malware,suspicious,false_positive,2023-06-13T14:04:14.575628Z,2023-06-13T14:04:14.289000Z,2023-06-13T14:39:07.275281Z,"[1, 33, 24, 6]",1 6 24 33,static,,ANONYMIZED,On-Write Static AI - Suspicious
218,1899255798241283760,ANONYMIZED,Trojan,malicious,true_positive,2024-03-05T11:22:14.382299Z,2024-03-05T11:22:12.970000Z,2024-03-05T13:48:47.889392Z,"[33, 25, 24, 23, 6]",6 23 24 25 33,static,quarantine,ANONYMIZED,On-Write Static AI
6808,1907226791986232393,ANONYMIZED,Malware,malicious,true_positive,2024-03-16T11:19:10.883354Z,2024-03-16T11:19:10.607000Z,2024-03-16T13:12:56.938897Z,"[1, 32, 29, 33, 12]",1 12 29 32 33,static,quarantine,ANONYMIZED,On-Write Static AI
10290,1911267333258035697,ANONYMIZED,Virus,malicious,true_positive,2024-03-22T01:07:00.938585Z,2024-03-22T01:07:00.116000Z,2024-03-22T01:13:26.868241Z,"[24, 23]",23 24,static,quarantine,ANONYMIZED,On-Write Static AI
12387,1931834351889833185,ANONYMIZED,Malware,suspicious,true_positive,2024-04-19T10:10:00.617277Z,2024-04-19T07:38:43.812000Z,2024-04-19T12:32:37.031708Z,"[32, 29, 33, 24, 6]",6 24 29 32 33,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
3058,1695610224953636450,ANONYMIZED,Malware,suspicious,false_positive,2023-05-29T11:54:50.270070Z,2023-05-29T11:54:47.663000Z,2023-05-29T13:49:20.037909Z,"[796, 121, 294, 427, 171, 434, 169]",121 169 171 294 427 434 796,dynamic,,ANONYMIZED,"Documents, Scripts"
7438,1855812343762058734,ANONYMIZED,Malware,suspicious,true_positive,2024-01-05T12:47:51.038360Z,2024-01-05T12:40:13.840000Z,2024-01-05T13:15:10.624844Z,"[1, 31, 30, 29, 33, 12]",1 12 29 30 31 33,static,quarantine,ANONYMIZED,On-Write Static AI - Suspicious
2122,1676319223157337429,ANONYMIZED,Rootkit,suspicious,false_positive,2023-05-02T21:07:03.650789Z,2023-05-02T21:07:03.622924Z,2023-05-02T21:39:48.528649Z,[937],937,dynamic,,ANONYMIZED,Application Control
50,1896334200093688307,ANONYMIZED,Malware,suspicious,false_positive,2024-03-01T10:37:32.743432Z,2024-03-01T10:37:32.036000Z,2024-03-01T12:22:50.339559Z,"[579, 1336, 312, 474, 501, 293, 427]",293 312 427 474 501 579 1336,dynamic,,ANONYMIZED,Anti Exploitation / Fileless
1683,1659256846119075277,ANONYMIZED,Malware,suspicious,true_positive,2023-04-09T08:07:09.806738Z,2023-04-09T08:07:07.275000Z,2023-04-09T08:10:12.313257Z,"[1, 31, 30, 29, 12]",1 12 29 30 31,static,kill,ANONYMIZED,On-Write Static AI - Suspicious
12167,1929846943267009356,ANONYMIZED,Malware,malicious,false_positive,2024-04-16T16:21:23.039265Z,2024-04-16T16:21:22.970869Z,2024-04-16T23:11:15.159643Z,"[86, 1238, 97, 437, 1273]",86 97 437 1238 1273,dynamic,unquarantine,ANONYMIZED,Behavioral AI
3595,1710646791667921147,ANONYMIZED,Malware,suspicious,true_positive,2023-06-19T05:49:48.707172Z,2023-06-19T05:49:48.636000Z,2023-06-19T07:00:09.964816Z,"[1, 31, 32, 29, 33, 12]",1 12 29 31 32 33,static,kill,ANONYMIZED,On-Write Static AI - Suspicious
3532,1707621692731570248,ANONYMIZED,Malware,suspicious,false_positive,2023-06-15T01:39:28.811035Z,2023-06-15T01:39:26.606000Z,2023-06-15T03:20:17.786845Z,"[145, 359, 724, 769, 768, 114, 62, 427, 674, 269, 171, 137]",62 114 137 145 171 269 359 427 674 724 768 769,dynamic,,ANONYMIZED,"Documents, Scripts"
6157,1812950483860680796,ANONYMIZED,Malware,suspicious,false_positive,2023-11-07T09:28:59.169824Z,2023-11-07T09:28:57.438000Z,2023-11-07T10:29:02.501555Z,"[145, 126, 359, 768, 114, 62, 427, 269, 674, 137, 171]",62 114 126 137 145 171 269 359 427 674 768,dynamic,,ANONYMIZED,"Documents, Scripts"
